cu_number,cycle_date,join_number,rssd,cu_type,cu_name,city,state,cdfi
42,12/31/17 00:00,29,870276,1,FD COMMUNITY,WATERBURY,CT,
150,12/31/17 00:00,77,75473,1,FEDCHOICE,Lanham,MD,
64397,12/31/17 00:00,18625,121192,2,FEDCO,Jefferson City,MO,
62599,12/31/17 00:00,16858,910396,2,FEDERAL EMPLOYEES,BIRMINGHAM,AL,
62929,12/31/17 00:00,17178,238399,2,FEDERAL EMPLOYEES,MONROE,LA,
67414,12/31/17 00:00,22775,1016594,2,FEDERAL EMPLOYEES,TEXARKANA,TX,
4894,12/31/17 00:00,2119,220778,1,FEDERAL EMPLOYEES NEWARK,NEWARK,NJ,
62105,12/31/17 00:00,16401,858395,2,FEDERAL EMPLOYEES OF CHIPPEWA CNTY,SAULT SAINTE MA,MI,
12442,12/31/17 00:00,6214,613286,1,FEDERAL EMPLOYEES WEST,LOS ANGELES,CA,
9738,12/31/17 00:00,4671,1015681,1,FEDERAL FAMILY,SALT LAKE CITY,UT,
61280,12/31/17 00:00,15636,348793,2,FEDERAL LIFE EMPLOYEES,RIVERWOODS,IL,
64703,12/31/17 00:00,18931,844594,2,FEDERATED EMPLOYEES,Owatonna,MN,
21751,12/31/17 00:00,11927,214384,1,FEDEX EMPLOYEES CREDIT ASSOCIATION,MEMPHIS,TN,
216,12/31/17 00:00,116,544474,1,FEDFINANCIAL,Silver Spring,MD,
14026,12/31/17 00:00,7172,330181,1,FEDMONT,MONTGOMERY,AL,
14631,12/31/17 00:00,7536,678780,1,FEDONE,Laguna Niguel,CA,
5486,12/31/17 00:00,2370,930675,1,FEDSTAR,Roanoke,VA,
67408,12/31/17 00:00,22717,537092,2,FEDSTAR,COLLEGE STATION,TX,
13233,12/31/17 00:00,6676,618683,1,FEDTRUST,MEMPHIS,TN,
13687,12/31/17 00:00,6950,83281,1,FELICIANA,ZACHARY,LA,
60630,12/31/17 00:00,15053,495192,2,FELLOWSHIP,Windcrest,TX,
64852,12/31/17 00:00,19080,245191,2,FELLOWSHIP,LAMAR,CO,
64252,12/31/17 00:00,18480,299699,2,FELLOWSHIP BAPTIST CHURCH,CHICAGO,IL,
8881,12/31/17 00:00,4177,363488,1,FERGUS,Lewistown,MT,
10381,12/31/17 00:00,5051,175083,1,FERKO MD,Frederick,MD,
14381,12/31/17 00:00,7386,602187,1,FIAFE,Baltimore,MD,
2191,12/31/17 00:00,1034,40873,1,FIBRE,LONGVIEW,WA,
9810,12/31/17 00:00,4709,92685,1,FIDELIS CATHOLIC,ARVADA,CO,
67385,12/31/17 00:00,19828,707699,2,FIELDALE,BALDWIN,GA,
60325,12/31/17 00:00,14781,66293,2,FIELDSTONE,BRADLEY,IL,
62010,12/31/17 00:00,16308,852795,2,FILER,Manistee,MI,
22934,12/31/17 00:00,13063,121781,1,FINANCIAL 1ST,WILLIAMSPORT,PA,
4517,12/31/17 00:00,1985,114970,1,FINANCIAL ADVANTAGE,Homestead,PA,
16213,12/31/17 00:00,8468,702685,1,FINANCIAL BUILDERS,Kokomo,IN,
60463,12/31/17 00:00,14903,544193,2,FINANCIAL CENTER,Stockton,CA,
68658,12/31/17 00:00,4037,321282,2,FINANCIAL CENTER FIRST,INDIANAPOLIS,IN,
19605,12/31/17 00:00,10361,363282,1,FINANCIAL EDUCATORS,DAYTONA BEACH,FL,
20793,12/31/17 00:00,11152,978789,1,FINANCIAL HEALTH,Indianapolis,IN,
86755,12/31/17 00:00,21924,964492,3,FINANCIAL HORIZONS,HAWTHORNE,NV,
64287,12/31/17 00:00,18515,336790,2,FINANCIAL ONE,Coon Rapids,MN,
16619,12/31/17 00:00,8714,640086,1,FINANCIAL PARTNERS,Woodburn,IN,
60545,12/31/17 00:00,14979,459297,2,FINANCIAL PARTNERS,Springfield,IL,
68457,12/31/17 00:00,1126,1013379,2,FINANCIAL PARTNERS,DOWNEY,CA,
61231,12/31/17 00:00,15592,345493,2,FINANCIAL PLUS,OTTAWA,IL,
62965,12/31/17 00:00,17213,273390,2,FINANCIAL PLUS,WEST DES MOINES,IA,
68646,12/31/17 00:00,3815,420989,2,FINANCIAL PLUS,FLINT,MI,
6665,12/31/17 00:00,2999,870481,1,FINANCIAL RESOURCES,BRIDGEWATER,NJ,
62452,12/31/17 00:00,16718,675097,2,FINANCIAL SECURITY,CARLSBAD,NM,
6870,12/31/17 00:00,3113,575786,1,FINANCIAL TRUST,Orchard Park,NY,
61619,12/31/17 00:00,15941,957298,2,FINANCIALEDGE COMMUNITY,Bay City,MI,
1457,12/31/17 00:00,713,297574,1,FINANS,HAMMOND,IN,
68662,12/31/17 00:00,1212,687278,2,FINEX,East Hartford,CT,
18022,12/31/17 00:00,9496,670681,1,FINGER LAKES,GENEVA,NY,
21294,12/31/17 00:00,11530,480488,1,FINGER LAKES HEALTH CARE,ELMIRA,NY,
60696,12/31/17 00:00,15109,524195,2,FIRE FIGHTERS,Tulsa,OK,
21593,12/31/17 00:00,11792,151685,1,FIRE POLICE CITY COUNTY,FORT WAYNE,IN,
66423,12/31/17 00:00,20645,854995,2,FIREFIGHTERS,ONALASKA,WI,
67079,12/31/17 00:00,21300,519490,2,FIREFIGHTERS,Salt Lake City,UT,
97052,12/31/17 00:00,5238,802987,3,FIREFIGHTERS,Indianapolis,IN,
96723,12/31/17 00:00,25277,533898,3,FIREFIGHTERS COMMUNITY CU,Cleveland,OH,
24877,12/31/17 00:00,23076,475895,1,FIREFIGHTERS FIRST,LOS ANGELES,CA,
24297,12/31/17 00:00,14423,299091,1,FIREFLY,BURNSVILLE,MN,
11674,12/31/17 00:00,5768,859981,1,FIRELANDS,Bellevue,OH,
64594,12/31/17 00:00,18822,722290,2,FIREMAN'S,Birmingham,AL,
14066,12/31/17 00:00,7201,394482,1,FIRESTONE,Akron,OH,
9512,12/31/17 00:00,4542,1002485,1,FIRESTONE LAKE CHARLES,SULPHUR,LA,
24673,12/31/17 00:00,15977,2693,1,FIRST,Hiawatha,IA,
68444,12/31/17 00:00,103,911571,2,FIRST,Chandler,AZ,
13290,12/31/17 00:00,6715,958884,1,FIRST ABILENE,Abilene,TX,
62872,12/31/17 00:00,17125,828099,2,FIRST ALLIANCE,Rochester,MN,
14346,12/31/17 00:00,7367,219987,1,FIRST AREA,LEWISTOWN,PA,
61756,12/31/17 00:00,16069,932594,2,FIRST AREA,SAGINAW,MI,
82,12/31/17 00:00,46,3074,1,FIRST ATLANTIC,EATONTOWN,NJ,
22226,12/31/17 00:00,12370,847483,1,FIRST BAPTIST CHURCH,East Elmhurst,NY,
21614,12/31/17 00:00,11812,186986,1,FIRST BAPTIST CHURCH (STRATFORD),STRATFORD,CT,
24535,12/31/17 00:00,26200,2314297,1,FIRST BAPTIST CHURCH OF VIENNA (VA),VIENNA,VA,
67609,12/31/17 00:00,22704,1221567,2,FIRST BASIN,Odessa,TX,
722,12/31/17 00:00,366,984472,1,FIRST BRISTOL,Bristol,CT,
23964,12/31/17 00:00,14092,314798,1,FIRST CALIFORNIA,FRESNO,CA,
24490,12/31/17 00:00,14595,289999,1,FIRST CAPITAL,York,PA,
62673,12/31/17 00:00,16931,741899,2,FIRST CAROLINA PEOPLE'S,GOLDSBORO,NC,
5,12/31/17 00:00,6,859879,1,FIRST CASTLE,Covington,LA,
67644,12/31/17 00:00,22953,979197,2,FIRST CENTRAL,WACO,TX,
275,12/31/17 00:00,150,96375,1,FIRST CENTURY,Sioux Falls,SD,
402,12/31/17 00:00,220,593874,1,FIRST CHEYENNE,CHEYENNE,WY,
8229,12/31/17 00:00,3851,518587,1,FIRST CHOICE,New Castle,PA,
61471,12/31/17 00:00,15808,82097,2,FIRST CHOICE,OTTAWA,IL,
66545,12/31/17 00:00,20767,690595,2,FIRST CHOICE,MARSHFIELD,WI,
67725,12/31/17 00:00,22467,910994,2,FIRST CHOICE,WEST PALM BEACH,FL,
3264,12/31/17 00:00,1489,626679,1,FIRST CHOICE AMERICA COMMUNITY,Weirton,WV,
60973,12/31/17 00:00,15355,297293,2,FIRST CHOICE COMMUNITY,Niles,OH,
67185,12/31/17 00:00,21406,336295,2,FIRST CHOICE COMMUNITY,Knoxville,TN,
21012,12/31/17 00:00,11311,609588,1,FIRST CHOICE FINANCIAL,GLOVERSVILLE,NY,
24254,12/31/17 00:00,14381,214795,1,FIRST CITIZENS',FAIRHAVEN,MA,
68503,12/31/17 00:00,1108,1004779,2,FIRST CITY,Los Angeles,CA,
62,12/31/17 00:00,36,871871,1,FIRST CLASS,ALLENTOWN,PA,
67652,12/31/17 00:00,22740,821090,2,FIRST CLASS AMERICAN,FORT WORTH,TX,
64231,12/31/17 00:00,18459,294993,2,FIRST CLASS COMMUNITY,WEST DES MOINES,IA,
831,12/31/17 00:00,408,853578,1,FIRST COAST,JACKSONVILLE,FL,
68524,12/31/17 00:00,2550,829573,2,FIRST COAST COMMUNITY,PALATKA,FL,
68301,12/31/17 00:00,1792,522276,2,FIRST COMMERCE,TALLAHASSEE,FL,
12765,12/31/17 00:00,6401,164685,1,FIRST COMMONWEALTH,Lehigh Valley,PA,
60103,12/31/17 00:00,14579,369396,2,FIRST COMMUNITY,Jamestown,ND,
66818,12/31/17 00:00,21040,794194,2,FIRST COMMUNITY,Houston,TX,
67619,12/31/17 00:00,21843,674997,2,FIRST COMMUNITY,Chesterfield,MO,
68530,12/31/17 00:00,5678,837484,2,FIRST COMMUNITY,Coquille,OR,
67214,12/31/17 00:00,21435,914796,2,FIRST COMMUNITY CU OF BELOIT,BELOIT,WI,
66062,12/31/17 00:00,20285,861993,2,FIRST CONNECTICUT,Wallingford,CT,
14163,12/31/17 00:00,7251,400486,1,FIRST COUNTY,MUNCIE,IN,
60641,12/31/17 00:00,15060,556495,2,FIRST CREDIT UNION OF SCRANTON,SCRANTON,PA,
10958,12/31/17 00:00,5364,780085,1,FIRST EAGLE,Owings Mills,MD,
5465,12/31/17 00:00,2360,867173,1,FIRST EDUCATION,CHEYENNE,WY,
68373,12/31/17 00:00,9740,425489,2,FIRST ENTERTAINMENT,Hollywood,CA,
11057,12/31/17 00:00,5411,663982,1,FIRST FAMILY,HENRYETTA,OK,
1021,12/31/17 00:00,512,1006175,1,FIRST FINANCIAL,Freehold,NJ,
68450,12/31/17 00:00,8331,81885,2,FIRST FINANCIAL,CHICAGO,IL,
8554,12/31/17 00:00,4019,256786,1,FIRST FINANCIAL OF MARYLAND,LUTHERVILLE,MD,
7870,12/31/17 00:00,3663,570286,1,FIRST FLIGHT,CARY,NC,
61170,12/31/17 00:00,15534,403496,2,FIRST FLORIDA,JACKSONVILLE,FL,
24270,12/31/17 00:00,14397,414595,1,FIRST FRONTIER,LYNBROOK,NY,
61455,12/31/17 00:00,15794,1006296,2,FIRST GENERAL,Norton Shores,MI,
9604,12/31/17 00:00,4600,949284,1,FIRST HERITAGE,Painted Post,NY,
62750,12/31/17 00:00,17007,667690,2,FIRST JERSEY,WAYNE,NJ,
68593,12/31/17 00:00,1911,176071,2,FIRST LEGACY COMMUNITY,CHARLOTTE,NC,
10756,12/31/17 00:00,5255,834586,1,FIRST LINCOLN,LINCOLN,NE,
24336,12/31/17 00:00,14460,1368882,1,FIRST MIAMI UNIVERSITY STUDENT,Oxford,OH,
62716,12/31/17 00:00,16973,992990,2,FIRST MISSOURI,Saint Louis,MO,
65398,12/31/17 00:00,19626,624590,2,FIRST NEBRASKA,OMAHA,NE,
16435,12/31/17 00:00,8608,694182,1,FIRST NESHOBA,Philadelphia,MS,
2440,12/31/17 00:00,1134,743174,1,FIRST NEW YORK,ALBANY,NY,
66359,12/31/17 00:00,20581,874890,2,FIRST NORTHERN,CHICAGO,IL,
2263,12/31/17 00:00,1068,49773,1,FIRST NRV,Radford,VA,
2454,12/31/17 00:00,1142,876175,1,FIRST OHIO COMMUNITY,NORTH CANTON,OH,
9090,12/31/17 00:00,4287,340087,1,FIRST OKLAHOMA,TULSA,OK,
18445,12/31/17 00:00,9713,418986,1,FIRST PA TWP EMP,King of Prussia,PA,
64089,12/31/17 00:00,18317,372293,2,FIRST PACE,WEST ST PAUL,MN,
13345,12/31/17 00:00,6746,778587,1,FIRST PEOPLES COMMUNITY,CUMBERLAND,MD,
24783,12/31/17 00:00,16716,600099,1,FIRST PIONEERS,LAFAYETTE,LA,
10319,12/31/17 00:00,5007,849085,1,FIRST POINT,HAMILTON,NJ,
24649,12/31/17 00:00,22367,265890,1,FIRST PRIORITY,Huntington,WV,
66593,12/31/17 00:00,20815,516293,2,FIRST PRIORITY,BOSTON,MA,
67542,12/31/17 00:00,22661,655192,2,FIRST PRIORITY,ABILENE,TX,
62061,12/31/17 00:00,16357,825191,2,FIRST SECURITY,LINCOLNWOOD,IL,
11170,12/31/17 00:00,5479,646882,1,FIRST SERVICE,GROVEPORT,OH,
68605,12/31/17 00:00,13039,650889,2,FIRST SERVICE,Houston,TX,
2658,12/31/17 00:00,1239,695376,1,FIRST SOURCE,NEW HARTFORD,NY,
68084,12/31/17 00:00,5770,675480,2,FIRST SOUTH FINANCIAL,BARTLETT,TN,
20417,12/31/17 00:00,10889,11480,1,FIRST STREET,DERIDDER,LA,
19976,12/31/17 00:00,10595,709787,1,FIRST TECHNOLOGY,Mountain View,CA,
68596,12/31/17 00:00,6776,782481,2,FIRST TRUST,MICHIGAN CITY,IN,
21489,12/31/17 00:00,11697,357580,1,FIRST TULSA,TULSA,OK,
68474,12/31/17 00:00,591,1016370,2,FIRST U.S. COMMUNITY,SACRAMENTO,CA,
67472,12/31/17 00:00,22828,815099,2,FIRST UNITED,Tyler,TX,
68640,12/31/17 00:00,952,202877,2,FIRST UNITED,GRANDVILLE,MI,
839,12/31/17 00:00,414,199874,1,FIRSTENERGY CHOICE,GREENSBURG,PA,
61620,12/31/17 00:00,15942,957690,2,FIRSTENERGY FAMILY,Akron,OH,
62509,12/31/17 00:00,16771,681490,2,FIRSTMARK,San Antonio,TX,
7844,12/31/17 00:00,3652,568489,1,FISHER SCIENTIFIC EMPLOYEES,PITTSBURGH,PA,
10572,12/31/17 00:00,5158,828183,1,FITZSIMONS,AURORA,CO,
67993,12/31/17 00:00,5429,637581,2,FIVE COUNTY,Bath,ME,
19668,12/31/17 00:00,10405,909381,1,FIVE STAR OF MARYLAND,BALTIMORE,MD,
68643,12/31/17 00:00,243,176875,2,FIVEPOINT,NEDERLAND,TX,
67300,12/31/17 00:00,22574,824493,2,FL. DEPT. OF TRANSPORTATION`,TALLAHASSEE,FL,
68461,12/31/17 00:00,7103,504487,2,FLAG,TALLAHASSEE,FL,
13391,12/31/17 00:00,6763,641382,1,FLAGSHIP COMMUNITY,PORT HURON,MI,
64240,12/31/17 00:00,18468,453295,2,FLASHER COMMUNITY,Flasher,ND,
7376,12/31/17 00:00,3387,614984,1,FLEUR-DE-LIS,Metairie,LA,
16085,12/31/17 00:00,8387,381286,1,FLINT,REYNOLDS,GA,
60666,12/31/17 00:00,15083,521194,2,FLINT AREA SCHOOL EMPLOYEES,FLINT,MI,
23908,12/31/17 00:00,14036,806798,1,FLINT RIVER EMPLOYEES,OGLETHORPE,GA,
60556,12/31/17 00:00,14988,582896,2,FLOODWOOD AREA,FLOODWOOD,MN,
13167,12/31/17 00:00,6645,948689,1,FLORENCE,FLORENCE,AL,
67668,12/31/17 00:00,22562,922193,2,FLORIDA CENTRAL,TAMPA,FL,
378,12/31/17 00:00,208,913678,1,FLORIDA CUSTOMS,TAMPA,FL,
67349,12/31/17 00:00,22541,361493,2,FLORIDA HOSPITAL,ALTAMONTE SPRIN,FL,
67561,12/31/17 00:00,22633,884590,2,FLORIDA RURAL ELECTRIC,TALLAHASSEE,FL,
14635,12/31/17 00:00,7538,925680,1,FLORIDA STATE EMPLOYEES,Pensacola,FL,
67337,12/31/17 00:00,22493,920096,2,FLORIDA WEST COAST,BRANDON,FL,
67392,12/31/17 00:00,21741,287294,2,FLOWERS EMPLOYEES CREDIT LEAGUE,Thomasville,GA,
20655,12/31/17 00:00,11065,597283,1,FLUKE EMPLOYEES,Everett,WA,
1622,12/31/17 00:00,793,419479,1,FME,ROSEVILLE,MI,
19432,12/31/17 00:00,10256,289083,1,FO ME BO CO,Wabash,IN,
5461,12/31/17 00:00,2357,606970,1,FOCUS,TOLEDO,OH,
66451,12/31/17 00:00,20673,33192,2,FOCUS,WAUWATOSA,WI,
10220,12/31/17 00:00,4944,724584,1,FOCUS FIRST,ROCHESTER,NY,
22131,12/31/17 00:00,12280,826581,1,FOGCE,Eutaw,AL,
67176,12/31/17 00:00,21397,149495,2,FOND DU LAC,FOND DU LAC,WI,
12898,12/31/17 00:00,6482,10782,1,FONTANA,Fontana,CA,
63476,12/31/17 00:00,17713,520290,2,FOOD INDUSTRIES,SPRINGFIELD,OR,
12425,12/31/17 00:00,6204,333182,1,FOOTHILL,ARCADIA,CA,
15015,12/31/17 00:00,7758,869382,1,FOOTHILLS,LOUDON,TN,
67181,12/31/17 00:00,21402,731573,2,FOOTHILLS,Lakewood,CO,
24047,12/31/17 00:00,14175,820897,1,FOREST AREA,Fife Lake,MI,
9622,12/31/17 00:00,4610,981284,1,FORGE,UPPER DARBY,PA,
22554,12/31/17 00:00,12687,455280,1,FORMICA-EVENDALE,EVENDALE,OH,
14193,12/31/17 00:00,7271,464787,1,FORREST COUNTY TEACHERS,Hattiesburg,MS,
1838,12/31/17 00:00,881,151377,1,FORT BAYARD,SANTA CLARA,NM,
1167,12/31/17 00:00,586,830579,1,FORT BILLINGS,PAULSBORO,NJ,
13690,12/31/17 00:00,6952,151489,1,FORT BRAGG,Fayetteville,NC,
67184,12/31/17 00:00,21405,664194,2,FORT COMMUNITY,FORT ATKINSON,WI,
15513,12/31/17 00:00,8054,290089,1,FORT DIX,Joint Base MDL,NJ,
63159,12/31/17 00:00,17401,602897,2,FORT DODGE FAMILY,Fort Dodge,IA,
5431,12/31/17 00:00,2338,601171,1,FORT FINANCIAL,FORT WAYNE,IN,
7000,12/31/17 00:00,3176,250186,1,FORT KNOX,RADCLIFF,KY,
7722,12/31/17 00:00,3579,129787,1,FORT LEE,PRINCE GEORGE,VA,
12505,12/31/17 00:00,6251,372387,1,FORT LIGONIER,Ligonier,PA,
61800,12/31/17 00:00,16110,700298,2,FORT MCCLELLAN,ANNISTON,AL,
67706,12/31/17 00:00,21743,173098,2,FORT MCPHERSON,ATLANTA,GA,
10180,12/31/17 00:00,4920,166483,1,FORT MORGAN SCHOOLS,Fort Morgan,CO,
8037,12/31/17 00:00,3750,458487,1,FORT PECK COMMUNITY,Fort Peck,MT,
24430,12/31/17 00:00,17939,767095,1,FORT ROOTS,NORTH LITTLE RO,AR,
10832,12/31/17 00:00,5298,775689,1,FORT SILL,LAWTON,OK,
6134,12/31/17 00:00,2718,771186,1,FORT SMITH DIXIE CUP,FORT SMITH,AR,
17163,12/31/17 00:00,9009,78081,1,FORT SMITH MUNICIPAL EMP,FORT SMITH,AR,
1248,12/31/17 00:00,620,783273,1,FORT SMITH TEACHERS,FORT SMITH,AR,
67532,12/31/17 00:00,22645,704595,2,FORT WORTH CITY,FORT WORTH,TX,
68471,12/31/17 00:00,1795,325271,2,FORT WORTH COMMUNITY,Bedford,TX,
9759,12/31/17 00:00,4683,90588,1,FORTERA,Clarksville,TN,
7392,12/31/17 00:00,3395,207087,1,FORTRESS,MARION,IN,
68248,12/31/17 00:00,2000,82275,2,FORUM,INDIANAPOLIS,IN,
66798,12/31/17 00:00,21020,944298,2,FORWARD FINANCIAL,NIAGARA,WI,
61157,12/31/17 00:00,15521,341299,2,FOUNDATION,Springfield,MO,
24063,12/31/17 00:00,14191,549291,1,FOUNDERS,LANCASTER,SC,
64108,12/31/17 00:00,18336,176893,2,FOUNTAIN VALLEY,Fountain Valley,CA,
16754,12/31/17 00:00,8783,654485,1,FOUR CORNERS,KIRTLAND,NM,
62044,12/31/17 00:00,16342,854892,2,FOUR FLAGS AREA,NILES,MI,
24753,12/31/17 00:00,19648,1018918,1,FOUR POINTS,OMAHA,NE,
16479,12/31/17 00:00,8629,804187,1,FOUR SEASONS,OPELIKA,AL,
7877,12/31/17 00:00,3667,570688,1,FOURTH WARD,amite,LA,
66731,12/31/17 00:00,20953,941699,2,FOX COMMUNITIES,APPLETON,WI,
63286,12/31/17 00:00,17527,200499,2,FOX VALLEY,Aurora,IL,
13355,12/31/17 00:00,6751,779089,1,FRANKFORT COMMUNITY,FRANKFORT,MI,
12604,12/31/17 00:00,6302,138284,1,FRANKLIN FIRST,GREENFIELD,MA,
6723,12/31/17 00:00,3035,42484,1,FRANKLIN JOHNSTOWN,JOHNSTOWN,PA,
20042,12/31/17 00:00,10641,253981,1,FRANKLIN MINT,Chadds Ford,PA,
18582,12/31/17 00:00,9790,746885,1,FRANKLIN REGIONAL SCHOOLS,Jeannette,PA,
12,12/31/17 00:00,11,56678,1,FRANKLIN TRUST,HARTFORD,CT,
65356,12/31/17 00:00,19584,81090,2,FRANKLIN-OIL REGION CREDIT UNION,FRANKLIN,PA,
15159,12/31/17 00:00,7842,1008683,1,FRANKLIN-SOMERSET,MADISON,ME,
62997,12/31/17 00:00,17243,87092,2,FRATERNAL ORDER OF POLICE,Tulsa,OK,
8069,12/31/17 00:00,3771,415088,1,FREDERIKSTED,FREDERIKSTED,VI,
60275,12/31/17 00:00,14737,511793,2,FREEDOM,Warminster,PA,
66824,12/31/17 00:00,21046,427193,2,FREEDOM,SPRINGFIELD,MA,
67129,12/31/17 00:00,21350,334497,2,FREEDOM,Provo,UT,
11643,12/31/17 00:00,5751,856289,1,FREEDOM 1ST,McConnell AFB,KS,
62722,12/31/17 00:00,16979,809294,2,FREEDOM COMMUNITY CREDIT UNION,Fargo,ND,
61001,12/31/17 00:00,15381,392394,2,FREEDOM FIRST,DAYTON,OH,
65722,12/31/17 00:00,19946,435198,2,FREEDOM NORTHWEST,KAMIAH,ID,
8550,12/31/17 00:00,4017,253084,1,FREEDOM OF MARYLAND,Bel Air,MD,
3487,12/31/17 00:00,1587,607874,1,FREEDOM UNITED,ROCHESTER,PA,
60406,12/31/17 00:00,14852,161394,2,FREESTAR FINANCIAL,MOUNT CLEMENS,MI,
68005,12/31/17 00:00,22765,963794,2,FREESTONE,Teague,TX,
5370,12/31/17 00:00,2306,593070,1,FREMONT,FREMONT,OH,
24280,12/31/17 00:00,14407,119096,1,FREMONT FIRST CENTRAL,FREMONT,NE,
68008,12/31/17 00:00,23062,743594,2,FRESNO FIRE DEPARTMENT,FRESNO,CA,
4163,12/31/17 00:00,1857,408370,1,FRESNO GRANGERS,FRESNO,CA,
97096,12/31/17 00:00,17004,934990,3,FRESNO POLICE DEPARTMENT,FRESNO,CA,
66305,12/31/17 00:00,20528,593098,2,FREUDENBERG-NOK EMPLOYEES,BRISTOL,NH,
14775,12/31/17 00:00,7627,796488,1,FRICK TRI-COUNTY,UNIONTOWN,PA,
10184,12/31/17 00:00,4923,782182,1,FRIENDLY,Aliquippa,PA,
14250,12/31/17 00:00,7307,591487,1,FRIENDS,NORMAN,OK,
96750,12/31/17 00:00,25304,746090,3,FRIENDS AND FAMILY CREDIT UNION INC,MASSILLON,OH,
68637,12/31/17 00:00,11822,279187,2,FRIENDS FIRST,OWENSBORO,KY,
20267,12/31/17 00:00,10793,538781,1,FRIO COUNTY,Pearsall,TX,
9843,12/31/17 00:00,4729,93187,1,FRIONA TEXAS,FRIONA,TX,
3602,12/31/17 00:00,1632,381576,1,FROID,FROID,MT,
6084,12/31/17 00:00,2690,172886,1,FRONT ROYAL,FRONT ROYAL,VA,
63201,12/31/17 00:00,17443,546991,2,FRONTIER COMMUNITY,Fort Leavenwort,KS,
7067,12/31/17 00:00,3212,266682,1,FT RANDALL,PICKSTOWN,SD,
66867,12/31/17 00:00,21089,719599,2,FULDA AREA,FULDA,MN,
66253,12/31/17 00:00,20476,1019513,2,FUNERAL SERVICE,Springfield,IL,
17675,12/31/17 00:00,9315,890498,1,G E A EMPLOYEES,Pearisburg,VA,
15588,12/31/17 00:00,8096,301882,1,G G W,New Orleans,LA,
20529,12/31/17 00:00,10969,564089,1,G. C. A.,LAKE CHARLES,LA,
67363,12/31/17 00:00,21821,517290,2,G. P. A.,SAVANNAH,GA,
20391,12/31/17 00:00,10873,9683,1,G. P. M.,SAN ANTONIO,TX,
2405,12/31/17 00:00,1124,1010770,1,G.A.P.,Johnstown,PA,
3660,12/31/17 00:00,1651,450276,1,G.E.M.,MINOT,ND,
9602,12/31/17 00:00,4598,84587,1,G.H.S.,GREENVILLE,SC,
22931,12/31/17 00:00,13060,83085,1,G.P.O.,NEW HARTFORD,NY,
61630,12/31/17 00:00,15952,31693,2,GABRIELS COMMUNITY,LANSING,MI,
2348,12/31/17 00:00,1098,305273,1,GAF LINDEN EMPLOYEES,Parsippany,NJ,
4116,12/31/17 00:00,1836,275376,1,GALAXY,Franklin,PA,
60327,12/31/17 00:00,14783,126393,2,GALE,Galesburg,IL,
65712,12/31/17 00:00,19936,299194,2,GALESBURG BURLINGTON,Galesburg,IL,
63868,12/31/17 00:00,18096,840792,2,GALLATIN STEAM PLANT,GALLATIN,TN,
23292,12/31/17 00:00,13421,983484,1,GALLUP,Omaha,NE,
67427,12/31/17 00:00,22689,507590,2,GALVESTON GOVERNMENT EMPLOYEES,Dickinson,TX,
7092,12/31/17 00:00,3229,174983,1,GALVESTON SCHOOL EMPLOYEES,Galveston,TX,
7662,12/31/17 00:00,3544,635886,1,GARDEN CITY TEACHERS,garden city,KS,
24796,12/31/17 00:00,20292,952471,1,GARDEN ISLAND,Lihue,HI,
18710,12/31/17 00:00,9856,199481,1,GARDEN SAVINGS,PARSIPPANY,NJ,
14015,12/31/17 00:00,7164,294685,1,GARDEN STATE,MOORESTOWN,NJ,
8367,12/31/17 00:00,3918,469184,1,GARDINER,Gardiner,ME,
18814,12/31/17 00:00,9905,223788,1,GARLAND COUNTY EDUCATORS,HOT SPRINGS,AR,
169,12/31/17 00:00,89,900874,1,GARY FIREFIGHTERS ASSOCIATION,GARY,IN,
16126,12/31/17 00:00,8412,446082,1,GARY MUNICIPAL EMPLOYEES,GARY,IN,
3251,12/31/17 00:00,1483,625074,1,GARY POLICE DEPARTMENT EMPLOYEES,GARY,IN,
65040,12/31/17 00:00,19268,516695,2,GAS & ELECTRIC EMPLOYEES,mason city,IA,
65003,12/31/17 00:00,19231,511999,2,GAS AND ELECTRIC,ROCK ISLAND,IL,
16236,12/31/17 00:00,8481,953786,1,GATES CHILI,ROCHESTER,NY,
68171,12/31/17 00:00,23968,316297,2,GATEWAY,CLARKSVILLE,TN,
24797,12/31/17 00:00,18730,993090,1,GATEWAY METRO,Saint Louis,MO,
9381,12/31/17 00:00,4456,13082,1,GATHER,LIHUE,HI,
68623,12/31/17 00:00,1919,182072,2,GCS,GRANITE CITY,IL,
61220,12/31/17 00:00,15583,283997,2,GEAUGA,burton,OH,
6912,12/31/17 00:00,3135,398088,1,GEICO,WASHINGTON,DC,
23620,12/31/17 00:00,13749,171599,1,GEISMAR COMPLEX,GEISMAR,LA,
19536,12/31/17 00:00,10322,357281,1,GEMC,TUCKER,GA,
8585,12/31/17 00:00,4033,320780,1,GENCO,Waco,TX,
68574,12/31/17 00:00,4589,23287,2,GENERAL ELECTRIC,CINCINNATI,OH,
4043,12/31/17 00:00,1811,329475,1,GENERAL ELECTRIC EMPLOYEES,Milford,CT,
20995,12/31/17 00:00,11298,205083,1,GENERAL PORTLAND PENINSULAR EMPS.,Paulding,OH,
23156,12/31/17 00:00,13285,790383,1,GENERATIONS,LA PORTE,IN,
60429,12/31/17 00:00,14874,571498,2,GENERATIONS,ROCKFORD,IL,
68220,12/31/17 00:00,15481,150996,2,GENERATIONS,OLYMPIA,WA,
4015,12/31/17 00:00,1797,399777,1,GENERATIONS COMMUNITY,San Antonio,TX,
